Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,"Macao SAR, China",MAC,..,98.1283416748047,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Malawi,MWI,..,..,98.5967102050781,99.8769912719727,99.1433410644531,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Malaysia,MYS,..,74.9956588745117,98.8914489746094,99.0854797363281,98.1388092041016,99.1616516113281,99.3965835571289,96.7981796264648,99.4299926757812,98.7854614257812,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Maldives,MDV,..,..,99.1952896118164,98.9045791625977,99.0936126708984,..,92.8887329101562,99.2207489013672,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Mali,MLI,..,..,99.9545669555664,98.7023010253906,97.7154693603516,97.2860870361328,99.2845077514648,..,99.1389923095703,99.3854827880859,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Malta,MLT,..,..,93.0262069702148,87.6343536376953,94.0691986083984,92.1300888061523,..,96.9549789428711,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,100,..,..,100,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Mexico,MEX,..,..,98.0200576782227,98.4335403442383,97.8180618286133,98.1293106079102,98.3831329345703,98.3339004516602,98.3797607421875,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Moldova,MDA,..,..,88.2638473510742,90.8800811767578,90.1853179931641,86.8863677978516,88.3898315429688,91.3580627441406,90.071891784668,90.7400283813477,91.9569778442383,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Monaco,MCO,..,96.1599426269531,94.4164428710938,94.5428314208984,86.7702178955078,..,..,93.192741394043,..,79.9785690307617,85.1305313110352,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Mongolia,MNG,..,99.7996368408203,100,100,85.2835235595703,89.3621826171875,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Myanmar,MMR,..,..,..,..,..,82.784553527832,..,79.7678909301758,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Namibia,NAM,..,93.8494186401367,97.3898315429688,..,95.8518600463867,96.3089218139648,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Nepal,NPL,..,..,88.9263076782227,90.6073684692383,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Netherlands,NLD,..,87.4312210083008,87.6640930175781,88.5802383422852,89.3669891357422,89.2586212158203,89.8015213012695,89.3332214355469,89.2272796630859,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,New Zealand,NZL,..,..,..,88.5337982177734,87.1625213623047,86.0857086181641,85.9368667602539,86.1388168334961,85.5756607055664,84.2381362915039,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Niger,NER,..,..,77.5870513916016,94.4201431274414,96.1393737792969,99.0600662231445,100,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Norway,NOR,..,..,87.6534423828125,85.5469512939453,86.6785125732422,85.7278137207031,84.7411117553711,85.2064666748047,83.7955703735352,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Oman,OMN,..,..,..,..,95.1764907836914,..,96.9244079589844,..,98.9282073974609,98.8039169311523,98.6036987304688,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Paraguay,PRY,..,..,..,..,93.4243927001953,..,..,..,94.5141067504883,93.6411437988281,93.4962768554688,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Peru,PER,..,95.6089630126953,81.7019729614258,80.9551162719727,84.2472381591797,84.2560882568359,84.3324966430664,87.0625228881836,87.3882598876953,81.8870468139648,81.2016296386719,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Philippines,PHL,..,90.8833084106445,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Poland,POL,..,..,94.3798370361328,94.9696273803711,94.765983581543,93.6697235107422,91.7864303588867,94.1608276367188,95.4137725830078,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Portugal,PRT,..,98.1237869262695,99.0085525512695,98.7717437744141,..,99.3534774780273,98.0131378173828,99.6943435668945,99.665283203125,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Puerto Rico,PRI,..,..,98.4717025756836,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Romania,ROU,..,..,97.5173187255859,96.5596923828125,96.8335876464844,97.2939224243164,95.85302734375,95.7417221069336,96.099006652832,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Rwanda,RWA,..,..,..,99.5386276245117,97.6025085449219,..,87.5325164794922,..,..,77.2519302368164,67.7541198730469,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,San Marino,SMR,..,..,..,..,..,100,99.8119964599609,99.8836135864258,99.8572616577148,99.8492202758789,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Sao Tome and Principe,STP,..,..,89.773193359375,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,98.7798385620117,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Senegal,SEN,..,..,90.8254089355469,88.77294921875,97.7275619506836,..,98.3164520263672,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Seychelles,SYC,..,..,96.8568496704102,97.9264602661133,92.4668121337891,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Sierra Leone,SLE,..,100,99.190559387207,..,100,100,80.5162124633789,78.181037902832,75.953239440918,73.8269882202148,71.4337310791016,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Singapore,SGP,..,..,..,..,87.6380615234375,88.1678314208984,89.7218017578125,93.7775115966797,92.2425918579102,94.685920715332,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Slovak Republic,SVK,..,96.7712020874023,97.0132675170898,95.3951873779297,95.6378479003906,95.6529235839844,95.1944274902344,95.4221496582031,96.2584915161133,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Slovenia,SVN,..,..,89.0509490966797,92.3135681152344,79.9818115234375,93.7280120849609,90.8800735473633,93.4123229980469,93.8989791870117,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,South Africa,ZAF,..,..,96.0194396972656,95.7371215820312,..,94.7140808105469,94.9644317626953,96.0882415771484,96.1555862426758,97.2243576049805,96.5462112426758,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,South Sudan,SSD,..,..,77.7837371826172,100,100,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Spain,ESP,..,95.9930191040039,97.4852905273438,97.5067520141602,97.8491592407227,97.7392272949219,97.3812789916992,96.8992767333984,97.0097732543945,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Sri Lanka,LKA,..,..,94.7403030395508,95.3380813598633,73.5620498657227,85.7071762084961,80.8515396118164,90.694938659668,97.7316513061523,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,St. Kitts and Nevis,KNA,..,..,..,90.4175491333008,100,..,..,..,..,100,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,St. Lucia,LCA,..,98.8788223266602,81.5360488891602,89.9834976196289,100,75.0138168334961,99.8122787475586,100,100,..,100,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,St. Vincent and the Grenadines,VCT,..,71.1499404907227,..,..,99.6773910522461,98.5781784057617,100,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Sweden,SWE,..,100,94.2944564819336,94.4515609741211,94.992073059082,95.9206085205078,95.6768798828125,95.300537109375,95.1853866577148,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Switzerland,CHE,..,90.155891418457,87.8038024902344,87.5526504516602,87.7998962402344,87.9415893554688,87.8935470581055,88.2616119384766,88.0343170166016,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Syrian Arab Republic,SYR,..,87.1443634033203,..,91.6350173950195,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Thailand,THA,..,..,99.8833389282227,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Timor-Leste,TLS,..,..,96.9757308959961,..,..,..,..,..,..,..,..,..
"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,Togo,TGO,..,82.521369934082,99.5867004394531,99.250617980957,99.2145309448242,..,..,..,..,..,..,..
